"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"SFR Transition","Bike","Z1-Z2 base with focus on efforts: -4x8' alt 3' SFR (50-60r, Z3 / 1' Z4, 90+ rpm) Rest of the time general endurance.","1.45","","2024-10-09","","85915.0078125","236","729","2119.941","","2.50459170341492","9.5290002822876","","79","","141","169","","","0.762064016592884","145.27","","","","","","","","","","","42","54","30","15","7","3","","","","","",""
"End (%FTP) 120 min","Bike","","2","","2024-10-10","","75170.9609375","212","603","1708.594","","2.24377989768982","9.30599975585938","","78","","129","154","","","0.640358913429088","91.55","","","","","","","","","","","37","73","21","2","0","0","","","","","",""
"Jeff Broussard Rip","MTB","","","","2024-10-12","","32789.26953125","","","","","3.85622477531433","2.36199998855591","","","","138","174","","","0.691320616202297","211.19","101","60","48","32","10","","","","","","","","","","","","","","","","",""
"End (%FTP) 120 min","Bike","","2","","2024-10-13","","100632.046875","206","631","2881.63","","3.88713049888611","7.19099998474121","","69","","135","157","","","0.648203180779548","187.17","","","","","","","","","","","58","132","37","3","1","1","","","","","",""
"End (%FTP) 120 min","Bike","","2","","2024-10-15","","74666.7890625","231","553","1827.906","","2.20182800292969","9.42000007629395","","81","","134","152","","","0.68350202842402","102.03","","","","","","","","","","","22","74","34","3","0","0","","","","","",""
"End","Bike","","","","2024-10-17","","73817.0625","236","442","1771.191","","2.09470582008362","9.78899955749512","","81","","139","155","","","0.690982608559695","100.14","","","","","","","","","","","19","71","32","4","0","0","","","","","",""
"VO2 max 5x4min","Bike","Warm up for 15-20m progressing from Z1-Z2 - 1x10min high cadence Z3, 100-120 rpm - 5 min recovery - 4x6 min low Z5 (lower end), 2 min Z1; - Low Z2 > Cool Down after intervals.","2.43865264441396","","2024-10-18","1. Goal is highest average across intervals, NOT PR attempt in one interval and the rest low. 2. Start at bottom-middle of Z5 in first two intervals, increase if feeling good. - Make sure to eat carbohydrates in meals/snacks before this; if done in early am have a gel before you start and a gel halfway through the ride. - Refuel immediately after with food/shake with 4:1 ratio of carbs to protein; e.g. bowl of oatmeal with almonds","82959.953125","237","623","2265.746","","2.65653824806213","8.67500019073486","","79","","141","177","","","0.783301184833448","162.6","","","","","","","","","","","38","67","26","10","13","4","","","","","",""
"Skills Day","MTB","","","","2024-10-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hiking","Walk","","","","2024-10-19","","12888.16015625","","","","","1.78367948532104","2.00699996948242","","118","","119","139","","","0.567584213888419","64.6","104","1","0","0","0","","","","","","","","","","","","","","","","",""
"Blood Pistons 1","Bike","Z2 base with efforts spaced through as they fit terrain, in this order: •10 min low Z3 @ 100+ rpm •3 sets of 4 x 60"" Z5, < 70 rpm / 2' low Z3, 90+ rpm (12' set) Go Z1 for 5-10 min after each effort before resuming Z2.","2","","2024-10-20","","100055.890625","222","621","2559.748","","3.20961833000183","8.65900039672852","","78","","133","151","","","0.671085976075824","144.33","116","76","0","0","0","0","0","","","","43","101","42","6","1","0","","","","","",""
"Z2 Again","Bike","","","","2024-10-22","","70588.7890625","219","398","1860.855"," *10/23/2024 Matti Rowe: Feeling 💩.  Forgot to start Garmin so added 15 minutes.*","2.62333333333333","7.4744588164443","","79","","134","148","","","0.650952996701624","110","77","65","0","0","0","0","0","","","","33","83","24","2","0","0","","","","","",""
"5x10min Lifts","Bike","Z2 base with efforts spaced through as they fit terrain, in this order: •10 min low Z3 @ 100+ rpm •2 sets of 8 x 60"" Z5, < 70 rpm / 2' low Z3, 90+ rpm (12' set) Go Z1 for 5-10 min after each effort before resuming Z2.","1.55","","2024-10-23","","68051.703125","247","485","1854.862","","2.09036588668823","9.04300022125244","","81","","141","165","","","0.780516219291653","126.95","54","33","25","14","0","0","0","","","","27","40","30","25","4","0","","","","","",""
"Ghost of Seiler 2","Bike","10 min Z1/Z2 warm up - 1x10min Z3 high cadence (>100) to get loose - 5 min Z1 - 4x7 min low Z5; 2 min recovery; - Low Z2 > Cool Down after intervals.","1.43333333333333","","2024-10-25","1. Goal is highest average across intervals, NOT PR attempt in one interval and the rest low. 2. Start at bottom-middle of Z5 in first two intervals, increase if feeling good. - Make sure to eat carbohydrates in meals/snacks before this; if done in early am have a gel before you start and a gel halfway through the ride. -Refuel immediately after with food/shake with 4:1 ratio of carbs to protein; e.g. bowl of oatmeal with almonds","70699.390625","238","677","1787.678","","2.09414458274841","9.37800025939941","","79","","138","173","","","0.788492444695469","129.78","54","56","2","11","2","0","0","","","","30","53","20","8","12","3","","","","","",""
"Hiking","Walk","","","","2024-10-26","","12955.6904296875","","","","","1.84445953369141","1.95099997520447","","113","","107","134","","","0.55099320128092","63.02","86","0","0","0","0","","","","","","","","","","","","","","","","",""
"Blood Pistons 3","Bike","Z2 base with efforts spaced through as they fit terrain, in this order: •10 min low Z3 @ 100+ rpm •3 sets of 6 x 60"" Z5, < 70 rpm / 2' low Z3, 90+ rpm (12' set) Go Z1 for 5-10 min after each effort before resuming Z2.","1.65","","2024-10-28","","95009.953125","231","686","2408.104","","2.90825986862183","9.07499980926514","","75","","145","172","","","0.73467136511439","156.94","32","96","15","30","2","0","0","","","","48","64","35","23","4","1","","","","","",""
"Head Clearer","Walk","","","","2024-10-30","","12959.6396484375","","","","","2.03254103660583","1.77100002765656","","112","","87","121","","","0.496909146991003","56.61","13","0","0","0","0","","","","","","","","","","","","","","","","",""
"End (%FTP) 180 min","Bike","","3","","2024-11-01","","97641.59375","227","608","2450.595","","3.00827574729919","9.01599979400635","","80","","140","161","","","0.640323652625211","122.61","40","138","2","1","0","0","0","","","","36","99","38","7","1","0","","","","","",""
"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Start or End the day with Yoga","Strength","There's a great variety of yoga lessons here, mix it up: https://www.youtube.com/user/yogawithadriene/videos Use this as a time to remove your mind from cycling and go to a different place.","0.5","","2022-11-01","Matti, you could do an easy spin as an option but I wouldn't force it.","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20/40s, Z3","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-01","","79573.5078125","235","585","1943.631","","2.3135461807251","9.55399990081787","","86","","137","177","","","0.792334015975181","144.37","29","69","5","20","22","2","0","","","","31","58","20","22","2","6","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-02","","73882.5625","220","451","1691.617","","2.15517330169678","9.52299976348877","","83","","128","145","","","0.664391306481652","95.24","34","99","0","0","0","0","0","","","","22","83","23","1","0","0","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Basic Strength 1","Strength","","0.75","","2022-11-04","","","","",""," *11/05/2022 Matti Rowe: Squats, deadlifts, lunges, situps, back extensions, planks, monkey leg ups; mobility routine*","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Limit Ride Baseline 2023","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-05","","161528.875","247","489","4418.853"," *11/05/2022 Matti Rowe: 11/5/2022 3:00 274 155 2963 4.69% 1.85 3.54 87 56 5363* *11/06/2022 Matti Rowe: Execution was average. It was hard to dress right with the wind so I overheated at times and didn't bring enough liquid or food - really need a CamelPak and a frame bag with food next time so I can take more onboard and not stress fueling and hydration. Great upshot is, never felt my back at all and at the end of the 3 hours I felt like I could have kept going (and wanted to) but I was simply out of food and fluid and had to stop. Next time going for 4.*","5.01314973831177","8.94999980926514","","86","","149","170","","","0.754495482320795","285.75","15","83","77","97","60","0","0","","","","46","96","124","33","1","0","","","","","",""
"Start or End the day with Yoga","Strength","There's a great variety of yoga lessons here, mix it up: https://www.youtube.com/user/yogawithadriene/videos Use this as a time to remove your mind from cycling and go to a different place.","0.5","","2022-11-06","Matti, you could do an easy spin as an option but I wouldn't force it.","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Seated sprints + Z2","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-07","","73833.7890625","227","932","1802.34","","2.22369313240051","9.22299957275391","","84","","126","154","","","0.67738868942986","102.03","51","90","2","0","0","0","0","","","","20","96","14","2","0","1","","","","","",""
"Start or End the day with Yoga","Strength","There's a great variety of yoga lessons here, mix it up: https://www.youtube.com/user/yogawithadriene/videos Use this as a time to remove your mind from cycling and go to a different place.","0.5","","2022-11-08","Matti, you could do an easy spin as an option but I wouldn't force it.","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-08","","102135.6484375","227","638","2427.812","","3.00852990150452","9.43000030517578","","87","","136","174","","","0.750742662652826","168.89","29","112","17","19","8","1","0","","","","50","84","19","19","2","7","","","","","",""
"Basic Strength 1","Strength","","0.75","","2022-11-09","","","","",""," *11/09/2022 Matti Rowe: Squats, deadlifts, lunges, situps, back extensions, planks, monkey leg ups; mobility routine. Upped everything today - body is adapting.*","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","1.5","","2022-11-09","","47130.94921875","202","410","1118.214","","1.53083333333333","8.55215917596625","","79","","122","132","","","0.596167190502635","53.05","72","31","0","0","0","0","0","","","","32","58","2","0","0","0","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Betsy Walk","Walk","","","","2022-11-10","","13927.4599609375","","",""," *11/11/2022 Matti Rowe: Her walking pace is fucked up.*","1.97188115119934","1.96200001239777","","105","","95","150","","","0.554727458735045","68.36","110","8","0","0","0","0","0","","","","","","","","","","","","","","",""
"Start or End the day with Yoga","Strength","There's a great variety of yoga lessons here, mix it up: https://www.youtube.com/user/yogawithadriene/videos Use this as a time to remove your mind from cycling and go to a different place.","0.5","","2022-11-11","Matti, you could do an easy spin as an option but I wouldn't force it.","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-11","","75633.3984375","224","394","1881.624","","2.34917211532593","8.94299983978271","","85","","125","145","","","0.667993001522147","105.44","67","81","0","0","0","0","0","","","","21","93","25","1","0","0","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spring","Run","","","","2022-11-12","","12879.5400390625","","","800","","1.34864223003387","2.65300011634827","","160","","113","129","","","0.638714321418814","61.42","78","6","0","0","0","0","0","","","","","","","","","","","","","","",""
"Start or End the day with Yoga","Strength","There's a great variety of yoga lessons here, mix it up: https://www.youtube.com/user/yogawithadriene/videos Use this as a time to remove your mind from cycling and go to a different place.","0.5","","2022-11-13","Matti, you could do an easy spin as an option but I wouldn't force it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-13","","136951.515625","219","604","3264.188","","4.19080638885498","9.07800006866455","","86","","131","151","","","0.656559342072916","180.99","43","207","7","0","0","0","0","","","","48","157","42","3","0","0","","","","","",""
"Basic Strength 1","Strength","","0.75","","2022-11-14","","","","",""," *11/15/2022 Matti Rowe: Decent response today - bumped up to 165 squat.  Added weight to Nordic bench machine also.*","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Start or End the day with Yoga","Strength","There's a great variety of yoga lessons here, mix it up: https://www.youtube.com/user/yogawithadriene/videos Use this as a time to remove your mind from cycling and go to a different place.","0.5","","2022-11-15","Matti, you could do an easy spin as an option but I wouldn't force it.","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3x8 Lav Terksel","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","2.5","","2022-11-15","","69704.890625","238","441","2268.852"," *11/15/2022 Matti Rowe: Not terrible: 350 average for the sets with mid 150s HR.*","2.60222222222222","7.44074408891973","","77","","133","172","","","0.753146619424693","141.22","28","107","7","17","2","0","0","","","","27","90","17","19","4","0","","","","","",""
"Steady Burn","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-16","","74962.578125","243","452","2167.997","","2.46222222222222","8.45696955381318","","79","","131","147","","","0.72566347485729","126.67","22","127","2","0","0","0","0","","","","17","75","55","1","0","0","","","","","",""
"Basic Strength 1","Strength","","0.75","","2022-11-17","","","","",""," *11/18/2022 Matti Rowe: Tightest turn around in strength yet.  Threw some good weights around.*","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-17","","44542.51953125","231","369","1264.185","","1.51083333333333","8.18946856614267","","78","","130","141","","","0.676041702247591","68.36","12","82","0","0","0","0","0","","","","12","65","14","0","0","0","","","","","",""
"Free Period","XC-Ski","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-18","","40423.98828125","","",""," *11/19/2022 Matti Rowe: FUCK YEAH SKIING!!*","3.09630298614502","3.62700009346008","","","","138","162","","","0.645421920885312","146.98","9","147","33","6","1","0","0","","","","","","","","","","","","","","",""
"Start or End the day with Yoga","Strength","There's a great variety of yoga lessons here, mix it up: https://www.youtube.com/user/yogawithadriene/videos Use this as a time to remove your mind from cycling and go to a different place.","0.5","","2022-11-19","Matti, you could do an easy spin as an option but I wouldn't force it.","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Post Drive ABQ Walk","Other","","0.5","","2022-11-19","","3709.18994140625","","","","","0.5414719581604","1.90299999713898","","104","","124","144","","","0.607546927250524","21.81","21","13","0","0","0","0","0","","","","","","","","","","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-20","","131209.546875","209","560","4072.756"," *11/21/2022 Matti Rowe: FUCK YEAH ABQ!!!!! Gravel bike adventure through snow on the back side of the Sandias. Ran low on hydration so heart rate took off there at the end but otherwise felt bangin' all day.*","5.42123651504517","6.72300004959106","","77","","130","160","","","0.645491733466242","224.95","71","245","21","0","0","0","0","","","","68","214","41","3","1","0","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wife Walk","Walk","","","","2022-11-21","","12954.599609375","","","","","1.88105142116547","1.91299998760223","","97","","70","102","","","0.538422768615327","61.37","113","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Basic Strength 1","Strength","","0.75","","2022-11-22","","","","",""," *11/23/2022 Matti Rowe: Got into the gym in ABQ even if it cost me $20 (Murderers!) Got all the movements in and even bumped up the weight/reps on everything because my body was good today.*","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stairmaster","Walk","","0.5","","2022-11-22","","0","","",""," *11/23/2022 Matti Rowe: Don’t laugh - it was hard!*","0.5","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2x15 min SS","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","3.5","","2022-11-23","","106615.8984375","220","543","2782.572","","3.52918887138367","8.39200019836426","","85","","136","177","","","0.71522885800003","179.86","37","146","6","3","20","10","2","","","","57","118","7","23","7","0","","","","","",""
"Free Period","Walk","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-24","","11278.48046875","","","","","1.53677976131439","2.03900003433228","","97","","104","126","","","0.573455960481206","56.57","92","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Start or End the day with Yoga","Strength","There's a great variety of yoga lessons here, mix it up: https://www.youtube.com/user/yogawithadriene/videos Use this as a time to remove your mind from cycling and go to a different place.","0.5","","2022-11-25","Matti, you could do an easy spin as an option but I wouldn't force it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"La Luz Hike","Other","","","","2022-11-25","","12646.240234375","","","","","2.89720940589905","1.21200001239777","","90","","112","128","","","0.590157852669035","114.78","173","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Start or End the day with Yoga","Strength","There's a great variety of yoga lessons here, mix it up: https://www.youtube.com/user/yogawithadriene/videos Use this as a time to remove your mind from cycling and go to a different place.","0.5","","2022-11-27","Matti, you could do an easy spin as an option but I wouldn't force it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Free Period","Bike","Matti, take from now through the end of November as a period without structure. Exercise and enjoy it for what it gives to your life. But also make a conscious effort to complete the period feeling physically rested. So having high volume or high intensity days is no problem, but the thing to avoid is the fatigue that comes with compounding those days back to back. Overall load should be low, most weeks should be <10 hrs training. Include yoga 2-3x / week. I've put it in TP as a reminder, but do it on whatever days you like.","","","2022-11-27","","75367.03125","235","860","1903.123","","2.27450489997864","9.20400047302246","","85","","122","152","","","0.698763273051549","111.59","72","74","2","0","0","0","0","","","","16","91","27","1","0","1","","","","","",""
"Basic Strength 1","Strength","","0.75","","2022-11-28","","","","",""," *11/28/2022 Matti Rowe: Tried out some new hip and drive moves today with bands. Squats were stronger, deadlifts plateaued.*","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6x20"" stomps","Bike","Base pace in mostly Z1, with option to ride Z2 once done with sprint work: •10 min Z3 @ 100+ rpm, finishing with a 15"" seated sprint at maximal leg speed •6 x 20sec ""stomps"" - these are done seated, in a big gear (53x15ish), from a near stop (<10 mph), max acceleration. Full recovery between sprints (minimum = 2min). In the sprints prioritize speed production via FORM over power production on the meter. Focus on generating power over the top of the pedal stroke (10-2 on the clock).","1","","2022-11-28","","72452.171875","232","744","2114.222","","2.52666666666667","7.96527835037379","","78","","129","158","","","0.706553145407413","124.85","36","111","10","0","0","0","0","","","","28","91","26","5","0","2","","","","","",""
"HVILE","Day Off","","","","2022-11-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ski","XC-Ski","Free ski if weather allows for it. Alternatively, look for aerobic endurance type work, along the lines of: -2 x 25' high Z2 @ 100+ rpm (drive by HR).","","","2022-11-30","","42596.28125","","","","","3.0564067363739","3.87100005149841","","","","141","161","","","0.668185013310791","155.45","9","124","49","12","1","0","0","","","","","","","","","","","","","","",""
